Text,Sentiment
tol doji yesterday could mean another lower high. wait for  close into cloud before going short   ,decrease
"amwd setting up very nicely above 29.33.  in the very strong building and construction product group, along with apog.",increase
"tab i like this one, down for no real reason, new contracts picking up slack, 2013 is about 'small cell' tech, & software-as-a-service!!!",increase
fs - buy signal just triggered for us,increase
anf on the radar for a move above 48.70-49,increase
dgi ftd.  pivot range 26.98 to 28.33.,increase
hpq option traders buy 10k aug 13p at .78. 780k bet stock will be below 13 by aug expiration. could be a stock hedge,decrease
"faf new highs, still holding. needs volume here.",increase
ns perfect day for a reversal candle on the dailies.,decrease
voc actually triggerd yesterday but closed back at line - today itstrying again - vol 16%   ,increase
added app,increase
"wfm - added small  89, prefer the 90-91 level to lay short out",decrease
mas from watch list broke out of flag today- now also at top line on volume of 11% of full day ave  ,increase
cmg - 5m descending triangle. 9% avg volume.  ,decrease
user: ddd broke out from the bear flag to the upside.... ots of shorts who do not understand momentum being caught stdy,increase
dgi still moving,increase
ssys maybe too few shares outstanding to short.. but ....11 million in operational cash flow ttm and trading at 1.9 bil mkt cap,decrease
ssys operational cash flow declined 42% ttm vs. ttm,decrease
"covering 1/2 wac short 47.15, looking lower but got to book some...",decrease
"vtx option trader buys 3,700 put spreads in april 48 and 42 strikes. could be big bet on down move or stock hedge",decrease
fs 4 hour - nice bounce ichard.   ,increase
"gnc - nice inverse head and shoulders, as well as a nice pullback to support from the previous box-breakout",increase
"user i hate to be under 3, as average i end screw up, no good for me nn",decrease
da nice run from entry; moving stop up to breakeven  ,increase
"ed weekly triangle on ctic,....net profit  675.00 (3.88%),...gly waiting more than 3 months  ",decrease
cw clearwire corp arge trades in puts show bearish interest despite dish bid  ,decrease
apo strong push off support (w/volume),increase
from watch list hao slipped over line when i was not watching - volume is 76% of full day ave  ,increase
"the most bearish thing i have seen in a week, not good for the overall market at all jpm spy es_f  ",decrease
"user in a bullish you sell always, no buy; in a bearish market you buy no sell nx",decrease
voc from watch list added tuesday has now run over the 50-day ema vol increased to 86%   ,increase
ana getting the breakout yest and holding up today. presenting at jpm conf today at 6:30est  ,increase
"trade idea buy esc  25.95, target 35.50, cut below 21.40   ",increase
"swks decision coming there soon...expecting a break...up...looking at si, macd & tix  ",increase
just a small dose of reality on ctic :  ,decrease
"vs option trader closes out feb 50c selling 12k against 22k oi. opens position in feb 55c selling 23k on hard bid vs. oi of 2,700",decrease
six years ago apple introduced the iphone to the world. do you remember where you were? aapl #sixyearsold,increase
ew went long on ew at 93.15. ooks like it is ready to make a move to 98 w/breakout of consolidation  ,increase
ebay basing  ,increase
short yhoo,decrease
chk thanks jpm upgraded   ,increase
dec 6 bb&t cm initiated ssys with a buy  68. wonder if they still have it a buy up 28% in 30 days?,decrease
user: ssys  eached si 80%  crash is near,decrease
ssq pulling back as suspected. uckily sold near 11.20 res (tweeted). watching 10.80 to get bck in  ,increase
"user the day of the ma ipo i tripled my position at 42 (ipo priced at 39) never touched it since, probably my best stock move ever...",increase
aap p&f is bullish again...   ,increase
"aap if support broken then i won't hesitate to sell as lots of downside. for now, : favors longs  ",increase
user: eaders ead. bac >on which side is the question... even aap is broken since few week. medium outlook does not look bright.,decrease
"green weekly triangle on depo,....scaling at 6.40  ",decrease
"intel a tobacco stock?...interesting read and analogy...up to intel i guess, but the dividend is tasty  intc",increase
"green weekly triangle on fnfg,....scaling at 8.22  ",decrease
"faf - ong  16.92. trailing stop  22.31 from 8 prior stops of 22.04, 16.92, 16.40 ... 15.17 and 15.10 -  ",increase
"swy - inside day - held 50 sma, rsi holding above 40 , looks like counter-trend move",increase
"despite weakness in aap, spy didn't fill 2day's gap - reversed a mere 0.13 away.  every stock out there outperforming aap these days",increase
ipx  over 22.15  ,increase
my   over 28.25 or 28.50  ,increase
xxia over 18.00  ,increase
user shot yhoo to 0!!!!!,decrease
"wpi - buying looks counter-trend, possible bear wedge, wont be happy if it closes 2-3 days above 50sma, will have to re-evaluate if it does",decrease
mon - and monthly - game on...  ,increase
"ha eps estimates being slashed as squeezed stock crash lands, looking for low 5's  ",decrease
"tso was long now crack spreads say low 30's = short, vo good short too!  ",decrease
"aap no pain and no gain, will stay above 500 (mostly) but not higher than 580 and go as low as 470  ",decrease
geoy should be trading at: 41.09 as each share worth 1.425 shares of dgi (28.84) x 1.425 = 41.09:  ,increase
china is fix ing itself stdy,increase
chk good info user: user s&p over 1470 and this thing rips imo,increase
"with a name like skypeople fruit juice, sp is going to be the next aap. just wait and see.",increase
"wh consolidating at the highs, with gap support immediately under the price. -  from  ",increase
 mt beav --- all setting up for possible higher prices,increase
mgm caught in a ange user   ,decrease
new post - i could have peter ynch'd this stock  md,increase
fsc goes ex-dividend tomorrow paying monthly 0.0958 per share with next payment on jan. 31st with 10.60% yield,increase
user 3dtradingtrader i do have 3.1mio to expend and race up any offer for depo,decrease
voxx a user stock. kudos to you my friend!,increase
"mcp performing as expected, so many red flag raised on that one over last few months, so many here could say i told you so...",decrease
"swy - *wsj: cerberus, supervalu strike deal - sources - may put a bid under swy",increase
"se shot ceco, sm, aci, dmnd, ns, gcy, bbg, ef, tm, eoc, xco, vccf, pq, axas, pst, p, kcg, mnta, nav, pac",decrease
hpq in the 16.50 calls for .04!,increase
aap daily pop then vomit in motion...,decrease
"mcp don't catch that knife, if you think it will survive define risk buy some january 2015 eap option and forget about it till then...",decrease
"px - ong  9.01. moved the trailing stop to 13.30 from 3 stops of 9.01, 7.78 & 6.55 -  ",increase
aap ... i don't see any more than 1 up 3min candle in a row so far this am.,decrease
"aap about to go red, amazing how many times that pattern can repeat over and over...",decrease
user u didn't miss it if it is still going lower :) mcp,decrease
gdot making a new higher high. macd bullish cross + obv trending upwards.time to fill this gap.   ,increase
back to a full size position in znga here,increase
fce triggered tues gapped wed so today imo do not have to think - you just take profits   ,increase
"goodbye faf, acting weak, i've never liked you anyway - next",decrease
not likin msft neg dvrgnce+hammer today goin into quadruple bottom. still have some longs w/ stop  ,decrease
wfc if they miss i will add,increase
bac wait for it to setup again. ooks like it will retest 10.66 for sure.,decrease
"mcp you had a lot of red flags, but when the ceo was abruptly fired without a permanent replacement this should have got your attention...",decrease
aap gonna bounce hard off 516,increase
gs is looking super strong.,increase
wait to you see what they do w/schools in 2013 user: the jmba airport locations are generally packed. good news user,increase
gs wants higher,increase
"aap watch cs, it's a tell for aap imo!",increase
bk - added to long,increase
user: long a few nfx 100 calls at .27 expire tomorrow out at .40 +48% no need to be greedy with them expiring tomorrow,increase
jnp - added to long,increase
cee 5 min retest   ,increase
aap - trimmed 1/2 of our short exposure 516 level,decrease
aap lower highs and lower lows intraday...where is big near term support?,decrease
the cult of apple is dying -  aap,decrease
zion...looks to be basing under breakout...could touch bottom of triangle though  ,increase
hpq ocket since noon!,increase
hpq ook at that volume too! very nice! 16.50 calls do it!,increase
"x - took long exposure down  25.95 - 26 area - still very bullish on t look, stock has a rip - n - dip rhythm, want dry powder 2 trade",increase
"user sweet money, i need another 1.8% to scaling in sell short again csn",decrease
